#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Cut/Slice DATA SUBMITTAL FORM for Test Case NACA0012_AE3932, May 18th 2026
#
#       NOMENCLATURE:
#               X [inch]:  X-coordinate of the surface (clean for reference)
#               Y [inch]:  Y-coordinate of the surface (clean for reference)
#               Z [inch]:  Z-coordinate of the surface (clean for reference)
#                 Cp [-]:  Pressure coefficient
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 4.0 deg
#                           Mach Number: 0.3151 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.9795 million (based on MAC)
#                       Freestream Temp: 267.55 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#    ICING CONDITIONS:
#                           Icing Time: 420 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20 [μm]
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

                                                    <- Optional ->                 
VARIABLES = "X" "Cp"

ZONE T="SLICE_Y_0p9144_BINS15_KS_VAR_CUTDATA"

20.963478	0.208062
20.95369	0.240162
20.938026	0.237825
20.912964	0.236033
20.872864	0.232113
20.808697	0.22516
20.709372	0.21557
20.610029	0.20522
20.510672	0.195166
20.411297	0.185445
20.311905	0.176049
20.2125	0.166958
20.113077	0.158156
20.013639	0.149626
19.914186	0.14135
19.81472	0.133312
19.715239	0.125503
19.61574	0.117912
19.51623	0.110527
19.416702	0.103333
19.317163	0.096316
19.217609	0.089463
19.118042	0.08277
19.018459	0.07623
18.918865	0.06983
18.819256	0.063562
18.719635	0.057421
18.619999	0.051397
18.520351	0.045486
18.420691	0.039683
18.321018	0.033983
18.221331	0.028379
18.121632	0.022854
18.021921	0.0174
17.922197	0.012019
17.82246	0.00671
17.722713	0.001464
17.622953	-0.003716
17.52318	-0.00883
17.423395	-0.013886
17.323601	-0.018883
17.223791	-0.02382
17.123972	-0.028706
17.024141	-0.033543
16.924297	-0.038334
16.824444	-0.043078
16.724577	-0.04778
16.624701	-0.052442
16.524811	-0.057066
16.424911	-0.061656
16.325001	-0.066212
16.225079	-0.070737
16.125143	-0.075232
16.025198	-0.079703
15.925242	-0.08415
15.825274	-0.088577
15.725296	-0.092985
15.625306	-0.097374
15.525305	-0.101748
15.425293	-0.106105
15.325269	-0.110447
15.225235	-0.114774
15.125189	-0.119086
15.025132	-0.123395
14.925065	-0.127691
14.824986	-0.131971
14.724895	-0.136256
14.624794	-0.140536
14.52468	-0.144802
14.424556	-0.149078
14.324422	-0.153352
14.224275	-0.157614
14.124116	-0.161888
14.023947	-0.166177
13.923766	-0.170465
13.823574	-0.17475
13.72337	-0.17904
13.623155	-0.18334
13.522927	-0.187649
13.422688	-0.191966
13.322438	-0.196293
13.222176	-0.20063
13.121902	-0.204978
13.021616	-0.209337
12.921318	-0.213708
12.821008	-0.218092
12.720686	-0.222488
12.620351	-0.226899
12.520004	-0.231324
12.419645	-0.23576
12.319274	-0.240201
12.21889	-0.244646
12.118494	-0.249105
12.018085	-0.253582
11.917663	-0.258079
11.817227	-0.262596
11.71678	-0.26714
11.61632	-0.271722
11.515845	-0.276335
11.415359	-0.280973
11.314858	-0.285634
11.214344	-0.290318
11.113817	-0.295028
11.013276	-0.299761
10.912722	-0.304518
10.812154	-0.309297
10.711571	-0.314098
10.610975	-0.318925
10.510365	-0.32378
10.40974	-0.328665
10.309101	-0.33359
10.208448	-0.338559
10.10778	-0.343562
10.007098	-0.348599
9.906402	-0.353666
9.80569	-0.358765
9.704963	-0.363896
9.604221	-0.369057
9.503465	-0.374249
9.402693	-0.379475
9.301906	-0.384738
9.201103	-0.390038
9.100286	-0.395379
8.999452	-0.400762
8.898602	-0.406192
8.797738	-0.411666
8.696857	-0.417175
8.595961	-0.42272
8.495049	-0.428307
8.39412	-0.43394
8.293177	-0.439617
8.192216	-0.445341
8.09124	-0.451105
7.990247	-0.456899
7.889238	-0.462727
7.788213	-0.468598
7.687172	-0.474515
7.586114	-0.480482
7.48504	-0.486529
7.38395	-0.492688
7.282844	-0.498937
7.181721	-0.505243
7.080582	-0.511605
6.979426	-0.518009
6.878255	-0.524441
6.777068	-0.530926
6.675865	-0.537476
6.574646	-0.544078
6.473411	-0.550741
6.37216	-0.557478
6.270895	-0.564266
6.169613	-0.571114
6.068317	-0.578064
5.967006	-0.585101
5.86568	-0.592204
5.76434	-0.599396
5.662986	-0.606702
5.561618	-0.614108
5.460237	-0.621586
5.358842	-0.629136
5.257436	-0.636778
5.156017	-0.644517
5.054587	-0.652362
4.953146	-0.660321
4.851695	-0.668392
4.750234	-0.676603
4.648764	-0.684937
4.547286	-0.693405
4.445632	-0.70196
4.348814	-0.710313
4.256602	-0.718326
4.168777	-0.726073
4.085133	-0.733569
4.005471	-0.740802
3.929601	-0.74779
3.857345	-0.754534
3.78853	-0.761023
3.722993	-0.767297
3.660579	-0.773416
3.601139	-0.779316
3.544531	-0.784977
3.487885	-0.790661
3.431242	-0.796477
3.374602	-0.802344
3.317966	-0.808325
3.261333	-0.814437
3.204706	-0.820612
3.148084	-0.826828
3.091468	-0.833108
3.034859	-0.839474
2.978256	-0.845947
2.921662	-0.852538
2.865076	-0.859248
2.808499	-0.866073
2.751932	-0.873011
2.695377	-0.880053
2.638834	-0.887186
2.582303	-0.894419
2.525787	-0.901797
2.469286	-0.909358
2.412801	-0.917082
2.356335	-0.924947
2.299887	-0.932957
2.243461	-0.941108
2.187057	-0.949415
2.130678	-0.957902
2.074325	-0.9666
2.018	-0.975544
1.961706	-0.984712
1.905445	-0.994059
1.84922	-1.003585
1.793035	-1.013338
1.736892	-1.023384
1.680795	-1.033779
1.624747	-1.044516
1.568754	-1.055541
1.51282	-1.066778
1.456951	-1.078228
1.401153	-1.090088
1.345432	-1.102516
1.289796	-1.115416
1.234254	-1.128649
1.178815	-1.142163
1.123492	-1.156019
1.068296	-1.170406
1.01324	-1.185309
0.958342	-1.200629
0.903623	-1.21625
0.849107	-1.232139
0.794819	-1.248576
0.740788	-1.265504
0.687056	-1.282255
0.633672	-1.29841
0.580694	-1.313389
0.528181	-1.328313
0.476229	-1.343423
0.424957	-1.353022
0.374505	-1.35805
0.325042	-1.356778
0.278982	-1.346735
0.237361	-1.323385
0.199762	-1.284038
0.166725	-1.229151
0.137669	-1.151098
0.11195	-1.049733
0.089572	-0.926945
0.070312	-0.782346
0.054094	-0.618338
0.040773	-0.435226
0.030038	-0.234602
0.021763	-0.027237
0.016013	0.176753
0.012788	0.371759
0.012065	0.551229
0.013847	0.706449
0.018165	0.832129
0.025005	0.929746
0.034445	1.002257
0.046758	1.048588
0.062096	1.069676
0.080631	1.069721
0.102374	1.052305
0.127529	1.02107
0.156576	0.979176
0.19024	0.930237
0.228024	0.878134
0.270151	0.824833
0.315596	0.771584
0.362276	0.720379
0.409996	0.673148
0.458597	0.629675
0.507935	0.589888
0.5579	0.553678
0.608417	0.520202
0.65942	0.489441
0.710844	0.461257
0.76264	0.435091
0.814769	0.410593
0.867201	0.38788
0.919904	0.3668
0.972852	0.347337
1.026021	0.328902
1.079393	0.311198
1.132953	0.294686
1.186687	0.279316
1.240579	0.264822
1.294617	0.251178
1.348791	0.238289
1.403092	0.226088
1.457512	0.214556
1.512044	0.203515
1.566679	0.192937
1.621411	0.182815
1.676235	0.173095
1.731144	0.163841
1.786135	0.155118
1.841203	0.146902
1.896345	0.139072
1.951555	0.13153
2.00683	0.12426
2.062167	0.11728
2.117563	0.110594
2.173016	0.104194
2.228522	0.098069
2.284079	0.092201
2.339686	0.086569
2.395338	0.081148
2.451035	0.075913
2.506775	0.07085
2.562555	0.06598
2.618375	0.061312
2.674232	0.056827
2.730126	0.052509
2.786054	0.048347
2.842015	0.044331
2.898008	0.040454
2.954032	0.036715
3.010085	0.033118
3.066167	0.029658
3.122276	0.026325
3.178412	0.023117
3.234573	0.02002
3.290759	0.017018
3.346969	0.014105
3.403201	0.011279
3.459456	0.008525
3.518546	0.005789
3.580615	0.003035
3.645813	0.000283
3.714299	-0.002469
3.786238	-0.005248
3.861805	-0.008044
3.941183	-0.010829
4.024564	-0.013614
4.11215	-0.016383
4.204153	-0.019103
4.300796	-0.021773
4.402311	-0.024387
4.502978	-0.026893
4.603682	-0.029206
4.704421	-0.03132
4.805194	-0.033287
4.905998	-0.035132
5.006833	-0.036861
5.107696	-0.038461
5.208586	-0.039918
5.309502	-0.04124
5.410442	-0.042457
5.511406	-0.043584
5.612391	-0.044613
5.713398	-0.045525
5.814425	-0.046332
5.91547	-0.047071
6.016532	-0.047736
6.117613	-0.048301
6.218709	-0.048786
6.31982	-0.049214
6.420947	-0.049565
6.522087	-0.049844
6.62324	-0.050075
6.724405	-0.050239
6.825583	-0.050347
6.926771	-0.050407
7.02797	-0.050394
7.129179	-0.050317
7.230398	-0.050191
7.331625	-0.050013
7.432861	-0.049791
7.534106	-0.049528
7.635357	-0.049223
7.736617	-0.048875
7.837883	-0.048493
7.939155	-0.048079
8.040433	-0.047627
8.141717	-0.047136
8.243007	-0.04661
8.344301	-0.046054
8.445601	-0.045467
8.546904	-0.044853
8.648211	-0.044212
8.749523	-0.04354
8.850839	-0.04284
8.952158	-0.042112
9.05348	-0.041361
9.154805	-0.04059
9.256132	-0.039797
9.357463	-0.038979
9.458796	-0.038138
9.56013	-0.037277
9.661467	-0.036397
9.762805	-0.035498
9.864145	-0.034582
9.965487	-0.03365
10.06683	-0.032701
10.168174	-0.031735
10.269519	-0.030753
10.370865	-0.029756
10.472211	-0.028744
10.573559	-0.027717
10.674907	-0.026675
10.776255	-0.025618
10.877604	-0.024549
10.978952	-0.023467
11.080301	-0.022373
11.18165	-0.021267
11.282999	-0.020151
11.384348	-0.019023
11.485697	-0.017886
11.587045	-0.01674
11.688393	-0.015584
11.78974	-0.014416
11.891087	-0.013237
11.992433	-0.012048
12.093778	-0.010847
12.195123	-0.009637
12.296467	-0.008416
12.397809	-0.007186
12.499151	-0.005946
12.600492	-0.004697
12.701833	-0.003439
12.803172	-0.002173
12.90451	-0.000898
13.005847	0.000387
13.107183	0.001681
13.208516	0.002988
13.309849	0.004305
13.41118	0.005635
13.512511	0.006976
13.61384	0.008327
13.715167	0.009689
13.816493	0.011067
13.917817	0.012469
14.019139	0.01388
14.120461	0.015286
14.22178	0.016709
14.323098	0.018157
14.424414	0.019611
14.525728	0.021077
14.627041	0.022566
14.728351	0.024067
14.829659	0.02558
14.930966	0.027115
15.032271	0.028667
15.133574	0.030235
15.234876	0.031824
15.336174	0.033428
15.437471	0.035058
15.538766	0.036713
15.640059	0.038383
15.741348	0.040074
15.842637	0.04179
15.943923	0.043535
16.045206	0.045309
16.146488	0.047106
16.247766	0.048931
16.349043	0.050787
16.450317	0.052674
16.551588	0.054595
16.652859	0.056549
16.754124	0.058539
16.855389	0.060566
16.95665	0.062632
17.057909	0.064736
17.159164	0.066884
17.260418	0.069079
17.361668	0.071323
17.462915	0.073616
17.564161	0.075961
17.665401	0.078368
17.76664	0.080838
17.867876	0.083364
17.969109	0.085958
18.070337	0.08863
18.171564	0.091373
18.272787	0.09419
18.374006	0.09709
18.475222	0.100082
18.576433	0.103171
18.677643	0.106362
18.778849	0.109659
18.880049	0.113073
18.981247	0.116611
19.082441	0.120287
19.18363	0.124115
19.284817	0.128106
19.385998	0.132267
19.487177	0.136615
19.58835	0.141173
19.68952	0.145962
19.790684	0.151009
19.891844	0.15634
19.993	0.161977
20.094151	0.167954
20.195297	0.174321
20.296438	0.181126
20.397573	0.188429
20.498705	0.196308
20.599831	0.204858
20.700953	0.214144
20.802067	0.223187
20.867449	0.230012
20.908312	0.233854
20.933849	0.235304
20.949812	0.23673
20.959787	0.196774
